Open,High,Low,Close,Volume,log_return,return,range,range_rel,sma_7,sma_14,sma_30,ema_12,ema_26,rsi_14,macd,macd_signal,macd_hist,vol_7,vol_14,vol_30,log_return_7d,date,tone_score,tone_lag_1,tone_lag_2,tone_lag_3
13.963540077209473,14.729358673095703,13.767048835754396,14.115591049194336,153830742,0.0111611015978763,0.0112236190637557,0.9623098373413068,0.0681735418649884,13.817781584603448,13.229841709136965,10.27361642519633,13.256723680063738,11.337305720833118,65.00826677702514,1.9194179592306195,1.932449184696294,-0.0130312254656745,0.1068888743919141,0.1358730313626318,0.1069993354346164,-0.2035830674314223,2021-03-03,3.8023,0.695,-0.035,1.5261
14.094866752624512,14.260360717773438,12.771269798278809,13.097983360290527,116364466,-0.0748216582704404,-0.0720910435388314,1.489090919494629,0.1136885639975037,13.71520573752267,13.523951121738978,10.534632269541422,13.23230209240632,11.467726286718852,60.19249477651036,1.7645758056874694,1.8988745088945291,-0.1342987032070599,0.0695497937617774,0.1382609814300715,0.1073167351393554,-0.0533700987471945,2021-03-04,0.2185,3.8023,0.695,-0.035
13.066306114196776,13.079861640930176,12.184608459472656,12.610443115234377,90978408,-0.0379329870479718,-0.0372225427109823,0.8952531814575195,0.0709929994748547,13.575563158307755,13.605721814291815,10.764447371164955,13.136631480533715,11.552371977720002,57.976522772381614,1.5842595028137136,1.8359515076783663,-0.2516920048646527,0.0704693062809493,0.1239696065913807,0.1075655885230212,-0.0746574313679508,2021-03-05,1.955,0.2185,3.8023,0.695
12.569936752319336,13.27048110961914,11.901227951049805,13.036458015441896,118851546,0.0332246056728928,0.0337827066277203,1.369253158569336,0.1050326060151793,13.552033151899066,13.822421414511544,10.98479380607605,13.121220178211896,11.662304276810511,59.38361384072853,1.458915901401383,1.7605443864229695,-0.3016284850215867,0.0716929055925677,0.1169796621404154,0.106207785101432,-0.0125554200750497,2021-03-06,4.3134,1.955,0.2185,3.8023
13.043927192687988,13.996903419494627,12.726385116577148,13.877732276916504,117548176,0.0625356660857865,0.0645324259456137,1.2705183029174787,0.0915508584230863,13.664673941476003,14.02186564036778,11.22466088930766,13.237606654935682,11.826410054596142,62.083560974538265,1.4111966003395402,1.690674829206284,-0.2794782288667436,0.0755106739093861,0.1152415678503521,0.1064122847390608,0.0584945267748726,2021-03-07,1.5715,4.3134,1.955,0.2185
13.826814651489258,13.87082576751709,13.08228874206543,13.602188110351562,115525659,-0.0200548908374282,-0.0198551291426242,0.7885370254516602,0.0579713366007316,13.47133105141776,13.960965837751116,11.47437359491984,13.293696109615048,11.957949169837285,60.66122095102431,1.3357469397777653,1.6196892513205805,-0.283942311542815,0.0517196702391969,0.090282045803007,0.1045966902274122,-0.0948543617800381,2021-03-08,2.8715,1.5715,4.3134,1.955
13.615290641784668,14.986444473266602,13.320186614990234,14.84631061553955,134867044,0.0875207207159749,0.0914648801424222,1.6662578582763672,0.1122338001289225,13.59810093470982,13.935592447008403,11.745901854832969,13.53255987975728,12.171901869518932,64.60428727248888,1.360658010238346,1.5678830031041335,-0.2072249928657874,0.0572942234244874,0.0925317895663072,0.1045008295753762,0.06163255791669,2021-03-09,0.9749,2.8715,1.5715,4.3134
14.850929260253906,15.18793773651123,14.07906436920166,14.231083869934082,103150901,-0.0423228138320026,-0.041439705899829,1.1088733673095703,0.0779191084420688,13.614599909101214,13.71619074685233,11.957496309280396,13.640025109015248,12.324433869549685,61.33052863242275,1.3155912394655631,1.5174246503764195,-0.2018334109108561,0.0604091411565988,0.0848750848297801,0.1019675574176958,0.0081486424868111,2021-03-10,0.4013,0.9749,2.8715,1.5715
14.219837188720703,16.239398956298828,13.704225540161133,15.992279052734377,229272516,0.1166774694149945,0.1237569252557888,2.5351734161376958,0.1585248361273578,14.028070722307476,13.871638229915074,12.230012512207033,14.001910331125885,12.596126105341144,66.55532390033432,1.405784225784739,1.4950965654580837,-0.0893123396733446,0.0635429606420386,0.0666921787837164,0.103326730232644,0.1996477701722461,2021-03-11,1.7466,0.4013,0.9749,2.8715
16.020919799804688,16.485795974731445,14.111228942871094,14.552142143249512,185287457,-0.0943678374455765,-0.0900520122701729,2.374567031860352,0.163176459416449,14.305456297738212,13.940509728022985,12.412676779429118,14.086561379144904,12.741016182223245,59.478447042428535,1.345545196921659,1.4651862917507987,-0.1196410948291397,0.07578127391339,0.0721338939938371,0.1027174719249657,0.1432129197746414,2021-03-12,0.6475,1.7466,0.4013,0.9749
