date,Open,High,Low,Close,Volume,log_return,return,range,range_rel,sma_7,sma_14,sma_30,ema_12,ema_26,rsi_14,macd,macd_signal,macd_hist,vol_7,vol_14,vol_30,log_return_7d,tone_score,tone_lag_1,tone_lag_2,tone_lag_3
2021-03-03,-1.0648219875445049,-1.066116741736944,-1.0577299857548257,-1.064104916186615,-0.8278898489582694,0.15767711974871237,0.13010860987738881,-0.8587831958814195,-0.23635967506457364,-1.0685077149907243,-1.0769957040504157,-1.121995959210269,-1.080586795990929,-1.1145558958574102,0.9679358667235453,0.14001527477840933,0.1474452967663522,0.004013602988154674,1.8846986325161679,3.137552559254171,2.2253427659075937,-1.3391550492967825,3.189517025842172,0.08131772245598881,-0.6487701358158627,0.9129413563918611
2021-03-04,-1.062932815324415,-1.0726275118647437,-1.0726171454947708,-1.078742555698744,-0.8440356025635074,-1.2937157615342898,-1.2850167592652426,-0.7839697915736078,0.5395424180777367,-1.0699909946071764,-1.0727172054971064,-1.1181333000842153,-1.0809428557098109,-1.1126187882122334,0.6080986817235786,0.11656320385869709,0.14204418456492887,-0.05765241374977157,0.6218799300119783,3.2282991306826827,2.238995638037937,-0.40908184006215964,-0.3963196273588102,3.192106513574338,0.08196563263479589,-0.6492859972317058
2021-03-05,-1.0777289576820477,-1.0890155537275814,-1.08138788753228,-1.0857555120989402,-0.854975495214602,-0.6710333203765864,-0.6927644646021914,-0.8683065764243515,-0.18829591592474307,-1.0720102710473227,-1.0715276625080015,-1.11473236708025,-1.082337705694441,-1.1113615645983346,0.4425200106570944,0.08925287119920466,0.13192184737170057,-0.11734836389046624,0.6529781141879384,2.6852001415981332,2.249700006616939,-0.5408865566592463,1.3411672157360905,-0.3957172786600583,3.192397486479633,0.08124117472729989
2021-03-06,-1.0848693745577436,-1.0863693171535553,-1.085624501015099,-1.0796275586606652,-0.8429638178770199,0.5301100679313557,0.5132817047353045,-0.8009891401477797,0.39198287395440334,-1.0723505224795482,-1.0683752679013814,-1.111471556726617,-1.0825623980465222,-1.109728764621016,0.547658644508204,0.07026858970744054,0.11979120685289266,-0.14274168350545563,0.6943606032317592,2.4195691713153495,2.191294418280478,-0.15636971068349664,3.7009074810715434,1.3427324158583385,-0.3950146326621065,3.190785121889243
2021-03-07,-1.0780508849424186,-1.0762849050113852,-1.0732881833467658,-1.067526363372368,-0.8435254934189516,1.024882095385268,1.03557521876335,-0.8150114559169057,0.16215729800574488,-1.0707217005695624,-1.065473892443036,-1.1079218688507364,-1.0808655167149226,-1.1072913380187983,0.7494002087215785,0.06304112349663528,0.10855138669143499,-0.13147800347982785,0.8234786519609775,2.3535183355824953,2.2000909211176287,0.28355004232778325,0.9574492748625548,3.7037803626203227,1.3432355891386725,-0.39560293135279073
2021-03-08,-1.0667888223496522,-1.0780351527490635,-1.0679673300999433,-1.0714898909909458,-0.8443970788720775,-0.36925024652997573,-0.3977735618098619,-0.8834623957882635,-0.41027835176338895,-1.0735175007113198,-1.066359820285627,-1.1042264799227401,-1.0800477486096909,-1.1053376168089344,0.6431221643873913,0.05161367464066295,0.09713203381049362,-0.13374804489694359,0.018859901872841065,1.40500978794801,2.1219935589021373,-0.6659398330148101,2.2581880574847095,0.9588018325886548,3.704012625185293,1.3421510879716114
2021-03-09,-1.0698316564254637,-1.0625477996359403,-1.0644106940363813,-1.0535939798864555,-0.8360620835126763,1.4466309492748108,1.4930313014816416,-0.7588085580553591,0.5147428183461663,-1.0716843675789263,-1.066728934672769,-1.10020825216432,-1.076565183592178,-1.1021598249672504,0.9377502915562673,0.05538665362448138,0.08879803347631596,-0.09473633668185723,0.20739293219087696,1.4905042611766988,2.1178701359592735,0.30297978078720794,0.3605102304684186,2.2602614368926663,0.9593490587265798,3.7022542144758837
2021-03-10,-1.0520566374150082,-1.0597506097880984,-1.0530652710812276,-1.0624436254017071,-0.8497298691817535,-0.7451337953341889,-0.7643942885482838,-0.8379682558697652,-0.07022539342017312,-1.071445787122575,-1.0699206375441817,-1.097076958535213,-1.0749983714808646,-1.0998943011107405,0.6931332097499049,0.04856093414111607,0.08068086724690891,-0.09199465037593986,0.3127403671702318,1.1995351522517181,2.008902042026701,-0.028176425644412206,-0.21341574315624887,0.3615319864903679,2.2606593313099443,0.9583741421547909
2021-03-11,-1.0611350794458565,-1.0451539101167124,-1.05866921062469,-1.0371099526342584,-0.7953788971213148,1.93879818800877,2.0415216972166705,-0.6354052447209085,1.3038737479179472,-1.0654668666780411,-1.0676592960062978,-1.0930441106409665,-1.069722189102403,-1.0958589167868609,1.0835328427070867,0.06222137648977213,0.07708897874740776,-0.03477628984320676,0.41872706501333135,0.5085506945841615,2.0673665344898757,1.1575281763759093,1.132648783198816,-0.21271203583946352,0.3621477444010142,2.2593129415338424
2021-03-12,-1.0352259850125023,-1.0417333528861639,-1.05258440220554,-1.0578254062997658,-0.8143338614451204,-1.6236561513813037,-1.5900893804836553,-0.6582145497024786,1.3831707377339102,-1.0614557823765853,-1.0666574014990395,-1.090340942177919,-1.068488001187043,-1.093706896714471,0.5547446345302849,0.053097698313610234,0.07227735390187955,-0.05019883806397725,0.8326304237825374,0.715346056322312,2.041159434593795,0.8081006743316915,0.032924170906500634,1.1340984300606798,-0.21203038817884576,0.36134330545514337
2021-03-13,-1.0561870357781247,-1.0568844702252913,-1.0554424830888516,-1.0469413267195862,-0.8316510953463603,0.8249231278669974,0.8226486337354935,-0.7860645181355581,0.24323217550433462,-1.0567616636806059,-1.0644673731425796,-1.087335132010757,-1.0657464742215588,-1.0908818033534595,0.7265725417235527,0.05276914214998771,0.06835825988067268,-0.0389135306108906,0.8588041366798073,0.7255411542503257,2.0496696434387975,0.9162397906225265,-0.14187511011203038,0.033764390760265335,1.134625542364539,-0.2126709217170288
2021-03-14,-1.0455738762542897,-1.057503150933824,-1.0485846801263305,-1.0584565302615279,-0.85529680653124,-0.9373400491170618,-0.9487330210631494,-0.8575394435202144,-0.2575242812299802,-1.0554591313712298,-1.0629928796694608,-1.0847398320934474,-1.0652223493638626,-1.0891467306408968,0.4462256679231977,0.04052086907048537,0.06262112282296839,-0.061901167643389925,0.9449943395221828,0.7977261528603551,2.0833928045837986,0.19648548693221068,1.7116776551245394,-0.1411317576027429,0.03441775729040374,1.1336005912096156
2021-03-15,-1.0574338899921392,-1.0652683345587344,-1.0587614293185539,-1.063082609776669,-0.8499669767860798,-0.40911227722800503,-0.4370413889166325,-0.840305556805985,-0.08584208810021408,-1.0542517491314711,-1.0637918659583276,-1.0820493516953775,-1.0655002290040092,-1.0878940132014863,0.3352194555723855,0.024859871756322864,0.05470459714036126,-0.08945771809697434,0.9496035048329876,0.44733571588546067,2.055686120312945,0.18186386611872285,-1.8011175125907368,1.7134481785304732,-0.1404583231867607,0.0337068724422961
2021-03-16,-1.0619395820625217,-1.0723146697440396,-1.0657617805960486,-1.0711937879910844,-0.8457856004367261,-0.7153658980126567,-0.7356566910162906,-0.8458918103329249,-0.08072794775234693,-1.0567792839179377,-1.064141155273106,-1.0796402065926538,-1.0670001783540515,-1.0873544830656776,0.14039867112459634,0.0037762599289644636,0.043892651738740275,-0.12606788420484905,0.6949829087583475,0.3800631018680115,2.0766762453327017,-0.6111689409769874,0.391227677104188,-1.8012936513083906,1.7139088152445339,-0.141119287751181
2021-03-17,-1.069548649630348,-1.0725381605540103,-1.0672461194613518,-1.062600134047777,-0.853373286394935,0.6937829068562279,0.6843671083668165,-0.8340777204700478,-0.036368803817328405,-1.0568017603588724,-1.0640324533093033,-1.0769969544362992,-1.0669293107601332,-1.0861976219577278,0.3124558396384349,-0.007284384685481447,0.03289351772844995,-0.1284347279518484,0.7381322729043984,0.42027049978480685,2.0821321638321595,-0.0833660660807298,0.9776607544079144,0.3922664556073934,-1.8004297270521403,1.7127185013639672
2021-03-18,-1.0612668492973805,-1.0658929861431214,-1.0568294562367155,-1.0624588523801572,-0.8601054790980023,-0.019067761300322696,-0.04879628851225501,-0.8650486847444631,-0.29855639345221413,-1.0604421537952964,-1.0628561564334786,-1.074070707294811,-1.066847315049091,-1.085115648163463,0.31534726142311587,-0.017465780598447153,0.021931408846916425,-0.12796657609633308,0.03798269209292706,0.27796673590590804,2.0349279822569626,-0.8015224924629986,3.0177194497066147,0.979024512593994,0.39287868699202144,-1.8006168346821663
2021-03-19,-1.0609507662802944,-1.0694643112987898,-1.0552570761786775,-1.062821762033219,-0.8645696190935505,-0.06067721142990759,-0.09064253891629831,-0.9165211791466348,-0.7315565217608577,-1.0611596879210543,-1.061199475638855,-1.0711197661521068,-1.0668345245517814,-1.0841415781663324,0.3050874035648569,-0.02726577348055573,0.011079940305730215,-0.1265676213224372,-0.3942235211888701,0.23028307123596214,2.0324280365120937,-0.22821287929855066,-1.1718601122899117,3.0202137335289545,0.9795694183467213,0.39206547556355636
2021-03-20,-1.0614804934304136,-1.0626620009111496,-1.051974187629368,-1.0627184106317384,-0.8648564223804688,-0.022186778916565637,-0.051936634054223704,-0.8781173622281437,-0.4075371456819035,-1.063425458557865,-1.059977998091019,-1.0685391291800823,-1.066807585673457,-1.0832317565435547,0.30753817617422113,-0.03626363059508211,0.000487379196304061,-0.1232939529070932,-0.6529390886191682,0.21487797130850747,1.9973148243602528,-0.5389376373563652,0.5200008165837813,-1.1716875396570114,3.0205244297084306,0.9785887296528346
2021-03-21,-1.0611567827155193,-1.071164845868324,-1.0592069961710493,-1.0609890511377589,-0.8665027655894122,0.11147182276227012,0.08315763824967361,-0.8963959034084481,-0.5689345661227618,-1.0637891576717458,-1.0595057578513503,-1.0671251007668467,-1.0665151227446459,-1.0822570569320107,0.3510812226006683,-0.04316473232711614,-0.009452648865532353,-0.11504321706169643,-0.8523649584074962,0.1294278375970059,1.5819762344191421,-0.15422744505644811,0.07945059659260076,0.5211109564334906,-1.170895857492388,3.0189611281558713
2021-03-22,-1.059258652066169,-1.040149707147933,-1.0512141105468258,-1.052544168889309,-0.7817083202475258,0.6469448302561653,0.6352382341446972,-0.6550304732286074,1.34033312147004,-1.0622757164012742,-1.058137162926573,-1.0646997990921168,-1.0649507973919148,-1.0807086401099493,0.5622587159044306,-0.04270374409264136,-0.01730674504502665,-0.0886683491277762,-0.7725767641073444,0.146715481097116,1.4116006258183103,0.23314034109564374,1.0700132079740874,0.08031659968344726,0.5217084039777745,-1.1712626724287158
2021-03-23,-1.0520898645446688,-1.058976381805924,-1.052796271375425,-1.0628212544672706,-0.8481656564280787,-0.8590790657743964,-0.8739287115651531,-0.8326030416386423,-0.022433369566065866,-1.0610733243293555,-1.058803719793241,-1.0631610850723439,-1.0652296996943262,-1.0800609763320155,0.21105809860038333,-0.05220546382514257,-0.025608442204510435,-0.09432788999497893,-0.689106799665302,0.02084202283921049,1.3703015605443964,0.1804255293281336,0.2016199853296509,1.0714281444995788,0.08096462473280869,0.5208584167020825
2021-03-24,-1.0615585950196615,-1.0572032964610423,-1.0593109917110992,-1.0706396357194878,-0.8429801315786667,-0.6893023036797544,-0.7104535414013122,-0.752577335700797,0.7354541651321947,-1.0622278891984898,-1.059395780526749,-1.0635525008922764,-1.0666848569407394,-1.0800592861329907,-0.037884065425412165,-0.06733925924718376,-0.03546462414107526,-0.11398305277755533,-0.7169060148192973,0.014075081404235964,0.7487018510173569,-0.32689803515349075,-0.04952265654585737,0.20255369021077027,1.0719624477001402,0.08024045257393138
2021-03-25,-1.0693239206415073,-1.0803337281258956,-1.0749575299071181,-1.0797911457940146,-0.8440728888697094,-0.8357272254419377,-0.8515410239925076,-0.8405741358032927,0.028747805217237358,-1.0647170057997808,-1.0624789707070186,-1.0646261131935701,-1.069343188907577,-1.0807576856120384,-0.3116846072915827,-0.08783294316063918,-0.0477029780283413,-0.1441036291623826,-0.5940642216005346,-0.4193948838225062,0.7389654109839429,-0.6264533967175271,2.925066825652144,-0.04872812569715806,0.20318768956544636,1.0709553844087472
2021-03-26,-1.0784018687926413,-1.0650764721798414,-1.0786093930356642,-1.0545561465905227,-0.8295461374230932,2.1022158104185213,2.2272059441816,-0.6497971782831005,1.4087568087436542,-1.0635299683935335,-1.0622428069851058,-1.065870813732125,-1.067657515150415,-1.0794742219156332,0.36709046363121417,-0.08340955440501277,-0.056554014680623925,-0.10127382945546952,0.3920908907808193,-0.10298852938747974,0.7304836173980892,0.16690813233197307,1.1996868589185732,2.927509764791607,-0.04806529383334175,0.20242862750022544
2021-03-27,-1.0529871205154364,-1.037313660269864,-1.0429143140376127,-1.0296870064097923,-0.7977059478033676,1.8366976024792356,1.9264184147358625,-0.7048607485978264,0.7143802007062237,-1.0587862789896216,-1.060996394994062,-1.0645427377738959,-1.0623531946424971,-1.0763836828997508,0.8690562956495145,-0.05982195405002894,-0.0586242047980602,-0.015535683665234183,0.7735959136149279,0.14860966629126607,0.3047779308052761,0.8487575535715205,-0.921918152367593,1.2011736558209636,2.9278310979844155,-0.048752632995268295
2021-03-28,-1.0286302763049229,-1.001471776718058,-1.019188802327211,-1.0079966557375133,-0.7105492232163942,1.4447384561626984,1.490952947118063,-0.5635682862249053,1.478900235127972,-1.0511759617636578,-1.0573512909537943,-1.06235832586463,-1.054482628318948,-1.0718630596118064,1.2160541226986918,-0.024158479484356375,-0.052704477992324444,0.08549014821142127,0.896143548256526,0.19442039841635927,0.372521591897594,1.3378073790692555,-0.8250631414769588,-0.921607071076133,1.201693071797682,2.9262942567539483
