Date,Open,High,Low,Close,Volume,log_return,return,range,range_rel,sma_7,sma_14,sma_30,ema_12,ema_26,rsi_14,macd,macd_signal,macd_hist,vol_7,vol_14,vol_30,log_return_7d
2021-02-01,4.261250972747803,4.611601829528809,4.118255138397217,4.611601829528809,39361629,,,0.4933466911315918,0.10697946383241842,,,,4.611601829528809,4.611601829528809,,0.0,0.0,0.0,,,,
2021-02-02,4.613740921020508,5.403642177581787,4.480119228363037,5.267508029937744,98755962,0.13298212602575687,0.1422295819663062,0.92352294921875,0.17532445018971618,,,,4.712510475745567,4.6601874740035445,100.0,0.05232300174202287,0.010464600348404574,0.041858401393618294,,,,
2021-02-03,5.246592044830322,5.780780792236328,5.072738170623779,5.71599006652832,49386327,0.08171013110435665,0.08514121555043497,0.7080426216125488,0.12387051295954886,,,,4.866891951250606,4.738395073449824,100.0,0.12849687780078245,0.03407105583888015,0.0944258219619023,,,,
2021-02-04,5.731748104095459,6.53101110458374,5.603236198425293,6.426064968109131,108249482,0.11709484860702823,0.12422605590917057,0.9277749061584473,0.14437683259704812,,,,5.106764723074995,4.863407658239402,100.0,0.2433570648355925,0.07592825763822261,0.16742880719736988,,,,
2021-02-05,6.435369968414307,7.127117156982422,6.426446914672852,6.681719779968262,92892157,0.03901303566756287,0.03978403784086826,0.7006702423095703,0.10486375744313219,,,,5.349065501058574,4.998097445034133,100.0,0.35096805602444103,0.13093621731546629,0.22003183870897475,,,,
2021-02-06,6.687301158905029,6.799130916595459,5.713828086853027,6.110806941986084,102365494,-0.08931657297653062,-0.08544399597447494,1.0853028297424316,0.1776038484026621,,,,5.466256491970498,5.080520370734278,93.36661774798556,0.3857361212362198,0.181896198099617,0.20383992313660282,,,,
2021-02-07,6.117644786834717,6.871513843536377,5.76859188079834,6.700462818145752,105451103,0.09211776781839953,0.09649394617726581,1.102921962738037,0.16460384792393393,5.930593490600586,,,5.656134388305151,5.200516107579572,93.82241065735008,0.4556182807255791,0.2366406146248094,0.21897766610076969,,,,
2021-02-08,6.702446937561035,8.055932998657227,6.488927841186523,7.8832502365112305,155254261,0.16256368404479993,0.17652324182179346,1.5670051574707031,0.19877653384807287,6.397971834455218,,,5.998767595721471,5.3992371541671025,94.62084522224622,0.5995304415543687,0.3092185800107213,0.29031186154364746,0.08308282547416293,,,0.5361650202913735
2021-02-09,7.869794845581055,8.46778392791748,7.570215225219727,7.816792964935303,121037873,-0.008465921736511728,-0.008430186735431944,0.8975687026977539,0.11482569728072398,6.762155396597726,,,6.2784638063697535,5.578315362372154,93.88659451168321,0.7001484439975991,0.3874045528080968,0.3127438911895023,0.08427550763072454,,,0.39471697252910487
2021-02-10,7.818552017211914,9.072604179382324,7.613846778869629,9.072214126586914,120679902,0.14894198607102282,0.16060565596187604,1.4587574005126953,0.16079397820182392,7.241615976606097,,,6.708271547941624,5.837122678239914,94.72011061957492,0.8711488697017105,0.4841534161868196,0.38699545351489084,0.09118977162190746,,,0.46194882749577104
2021-02-11,9.08035659790039,9.707003593444824,8.761316299438477,9.215352058410645,53600048,0.01565444559421314,0.015777618321888287,0.9456872940063477,0.10262085355092214,7.640085560934884,,,7.093976241859935,6.0873618915858945,94.80704574160112,1.0066143502740408,0.5886456030042639,0.41796874726977684,0.0897644442034641,,,0.36050842448295595
2021-02-12,9.21479034423828,9.92445182800293,9.079011917114258,9.2470121383667,91484664,0.003429691956331915,0.0034355800793479663,0.8454399108886719,0.09142844177535621,8.006555897848946,,,7.425212533630207,6.321410058014102,94.82733316551692,1.1038024756161047,0.691676977526632,0.41212549808947263,0.09157871522638912,,,0.324925080771725
2021-02-13,9.23603343963623,9.499038696289062,8.683009147644043,8.732455253601074,91417968,-0.05725391371292021,-0.05564574557339241,0.8160295486450195,0.09344789351293918,8.381077085222516,,,7.626326798241109,6.500005998427952,88.75819612818594,1.1263207998131577,0.7786057419839372,0.3477150578292205,0.08415967675381425,,,0.3569877400353354
2021-02-14,8.742988586425781,9.22029972076416,8.559715270996094,8.738896369934082,93500423,0.0007373346680457082,0.0007376065660744668,0.6605844497680664,0.07559128999867626,8.672281878335136,7.301437684467861,,7.797491347732336,6.6658497296506285,88.76788709931587,1.1316416180817077,0.8492129172034913,0.28242870087821637,0.0838048723867211,,,0.2656073068849816
2021-02-15,8.724266052246094,9.310638427734377,7.840470790863037,8.861739158630371,109854635,0.013959130421760335,0.014057014009106084,1.4701676368713397,0.16590057668754063,8.812066010066442,7.60501892226083,,7.961221780178188,6.82850820587135,88.9632958039129,1.1327135743068375,0.9059130486241607,0.22680052568267683,0.06328501619937389,0.07745782035049333,,0.11700275326194198
2021-02-16,8.860748291015625,8.980367660522461,7.983557224273682,8.297866821289062,71625205,-0.06574456636641024,-0.06362998585804214,0.9968104362487793,0.12012851708963992,8.880790846688408,7.821473121643066,,8.013013324964476,6.937349584791181,81.91832324785294,1.0756637401732947,0.9398631869339875,0.13580055323930718,0.07038789227506584,0.07862111152706552,,0.05972410863204347
2021-02-17,8.298688888549805,8.433298110961914,7.544398784637451,8.222577095031738,89948578,-0.00911479714357144,-0.009073383301857807,0.8888993263244629,0.10810471170426063,8.75941412789481,8.000515052250453,,8.045253904974825,7.0325516225867775,80.9960242100387,1.0127022823880472,0.9544310060247995,0.05827127636324769,0.03355178313391879,0.07798930174465103,,-0.0983326745825508
2021-02-18,8.232871055603027,9.2791748046875,8.232871055603027,8.980451583862305,77306770,0.08816649364180762,0.09216994624331232,1.0463037490844727,0.11650903513189247,8.725856917245048,8.182971239089966,,8.189130470957513,7.176840508607187,83.0631614139152,1.0122899623503265,0.966002797289905,0.04628716506042152,0.05093899783939818,0.07574011519154832,,-0.025820626534956315
2021-02-19,8.97996997833252,11.680577278137209,8.556981086730957,11.465653419494627,261175711,0.24430573844296077,0.2767346176775989,3.1235961914062518,0.27243071782505796,9.042805671691895,8.524680784770421,,8.693210924578608,7.494530353858108,87.76351538071074,1.1986805707204997,1.012538351976024,0.18614221874447567,0.10702841317077083,0.09604193498789122,,0.21505541995167254
2021-02-20,11.478087425231934,11.786737442016602,9.8158540725708,10.002663612365724,140264810,-0.13650448846514474,-0.1275975954969505,1.9708833694458008,0.19703585423079806,9.224264008658272,8.802670546940394,,8.894665184238164,7.68031800263645,74.6327002056523,1.2143471816017142,1.0529001179011621,0.16144706370055206,0.1211460690857047,0.1015456498235237,,0.13580484519944802
2021-02-21,9.987549781799316,11.640289306640623,9.887046813964844,11.0855131149292,137742366,0.10278771235727158,0.10825611502368315,1.7532424926757795,0.15815618767476214,9.559494972229004,9.115888425282069,,9.231718712036784,7.9325546776210984,77.3356191464934,1.2991640344156856,1.1021529012040667,0.1970111332116189,0.12461643840538349,0.10204452002236639,,0.2378552228886739
2021-02-22,11.073036193847656,14.54564094543457,9.255904197692873,14.454785346984863,574136241,0.26538639449639634,0.30393471164795804,5.289736747741697,0.3659505569098671,10.35850157056536,9.5852837903159,,10.035267425105719,8.415682875351749,83.29860938471057,1.61958454975397,1.2056392309140476,0.41394531883992247,0.15126861197673608,0.11476482988951278,,0.4892824869633099
2021-02-23,14.421626091003418,15.74337100982666,11.599893569946287,15.2015380859375,485252846,0.050371086980761426,0.05166128178502505,4.143477439880373,0.2725696187093978,11.344740322657994,10.1127655846732,,10.830078296002917,8.91833881687662,84.28545123462506,1.9117394791262967,1.3468592805564974,0.5648801985697993,0.13985084207737145,0.11379633038312273,,0.6053981403104816
2021-02-24,15.213842391967772,18.14662170410156,14.861799240112305,17.30270767211914,375439707,0.1294663894989423,0.13822085464663414,3.2848224639892543,0.18984441777758748,12.64190183367048,10.700657980782646,,11.825867430790028,9.539403176524214,86.67180687465599,2.2864642542658142,1.5347802752983608,0.7516839789674534,0.13373728439671392,0.11257343665724528,,0.7439793269529953
2021-02-25,17.230182647705078,17.695444107055664,13.795912742614746,13.816014289855955,364505276,-0.22503462695466814,-0.20151143094681634,3.899531364440918,0.28224720115583884,13.332696505955287,11.029276711600167,,12.132043870646324,9.856189184919158,68.17168411529148,2.2758546857271664,1.682995157384122,0.5928595283430445,0.18382211360717332,0.13393560807623558,,0.43077820635651953
2021-02-26,13.865891456604004,15.483704566955566,13.12014102935791,13.58794116973877,289687328,-0.01664565442721555,-0.016507881023591797,2.3635635375976562,0.17394567050830823,13.635880470275879,11.339343070983887,,12.356028070506701,10.132615257868759,67.16181700864985,2.2234128126379424,1.7910786884348862,0.4323341242030563,0.16619517508190576,0.1343364378317502,,0.1698268134863432
2021-02-27,13.601573944091797,14.612065315246582,13.057272911071776,13.201168060302734,247640940,-0.02887740562000829,-0.028464438034027095,1.5547924041748065,0.11777688133902534,14.092809677124023,11.658536842891149,,12.4860496073984,10.359915465456462,65.39270092616462,2.1261341419419377,1.8580897791362965,0.26804436280564126,0.15332339053219615,0.13316842086348596,,0.27745389633147965
2021-02-28,13.20776653289795,13.77901554107666,11.489982604980469,13.08924674987793,300493226,-0.008514280764135851,-0.008478136928001367,2.2890329360961914,0.17487888950657446,14.379057339259557,11.96927615574428,,12.578849167779865,10.562088153191386,64.86028146656591,2.0167610145884787,1.889824026226733,0.12693698836174572,0.15144251395184702,0.13334506738583887,,0.16615190321007223
2021-03-01,13.108434677124023,15.516057014465332,13.057385444641112,14.955588340759276,306451693,0.13329399771748252,0.14258586659302996,2.4586715698242205,0.16439818439796644,14.450600624084473,12.404551097324916,,12.944501348238235,10.887532611529748,69.34278261444223,2.0569687367084875,1.923252968323084,0.13371576838540356,0.12160346725303324,0.13610504274555688,,0.034059506431158404
2021-03-02,14.96684455871582,15.224124908447266,13.460748672485352,13.958921432495115,178549852,-0.06896619898075329,-0.06664177199554833,1.763376235961914,0.12632610939817546,14.27308395930699,12.80891214098249,9.956816784540813,13.100565976585447,11.115042894564219,64.60340688494607,1.9855230820212277,1.9357069910627127,0.049816090958515025,0.12252233208477044,0.13629540350348182,,-0.08527777953035631
2021-03-03,13.963540077209473,14.729358673095703,13.767048835754396,14.115591049194336,153830742,0.01116110159787631,0.011223619063755796,0.9623098373413068,0.06817354186498849,13.817781584603447,13.229841709136963,10.27361642519633,13.256723680063738,11.337305720833118,65.00826677702514,1.9194179592306195,1.9324491846962941,-0.01303122546567459,0.10688887439191419,0.13587303136263187,0.10699933543461648,-0.2035830674314223
2021-03-04,14.094866752624512,14.260360717773438,12.771269798278809,13.097983360290527,116364466,-0.0748216582704404,-0.07209104353883145,1.489090919494629,0.11368856399750375,13.71520573752267,13.523951121738978,10.534632269541422,13.232302092406321,11.467726286718852,60.19249477651036,1.7645758056874694,1.8988745088945294,-0.13429870320705994,0.0695497937617774,0.13826098143007154,0.1073167351393554,-0.05337009874719456
2021-03-05,13.066306114196776,13.079861640930176,12.184608459472656,12.610443115234377,90978408,-0.03793298704797188,-0.037222542710982354,0.8952531814575195,0.07099299947485473,13.575563158307757,13.605721814291817,10.764447371164957,13.136631480533715,11.552371977720002,57.976522772381614,1.5842595028137136,1.8359515076783663,-0.2516920048646527,0.07046930628094938,0.12396960659138073,0.10756558852302127,-0.07465743136795089
2021-03-06,12.569936752319336,13.27048110961914,11.901227951049805,13.036458015441896,118851546,0.03322460567289287,0.033782706627720316,1.369253158569336,0.10503260601517937,13.552033151899066,13.822421414511544,10.98479380607605,13.121220178211896,11.662304276810513,59.38361384072853,1.458915901401383,1.7605443864229697,-0.3016284850215867,0.07169290559256777,0.11697966214041547,0.10620778510143207,-0.012555420075049728
2021-03-07,13.043927192687988,13.996903419494627,12.726385116577148,13.877732276916504,117548176,0.06253566608578653,0.0645324259456137,1.2705183029174787,0.09155085842308636,13.664673941476005,14.02186564036778,11.224660889307659,13.237606654935682,11.826410054596142,62.083560974538265,1.4111966003395402,1.6906748292062839,-0.27947822886674367,0.07551067390938611,0.1152415678503521,0.10641228473906085,0.05849452677487266
2021-03-08,13.826814651489258,13.87082576751709,13.08228874206543,13.602188110351562,115525659,-0.020054890837428285,-0.019855129142624217,0.7885370254516602,0.05797133660073163,13.47133105141776,13.960965837751116,11.474373594919841,13.293696109615048,11.957949169837283,60.661220951024305,1.3357469397777653,1.6196892513205803,-0.283942311542815,0.05171967023919693,0.09028204580300701,0.10459669022741226,-0.09485436178003814
